全表适应度排名,来源文件,文件修改时间,文件内序号,实例,算法,运行类别,运行条件备注,原始备注,预算G,预算T_MAX,预算说明,run_seed,迭代次数,适应度值,运行时间_秒,运行时间_分钟,最快最佳结果时间_秒,最快最佳结果时间_分钟,宽高比是否满足,gbest更新次数,开始时间,最快时间,结束时间,读取编码
140,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,89,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,"WarmStart(GA)+ELP+full-Q-learning,移除了 facility_insert (5) 和 facility_shuffle (7)",,,总迭代=100000，G/T未显式记录,,100000,7369570.201250689,51816.953107,863.6158851166667,43547.880457,725.7980076166666,True,129,2026-04-12 02:06:05.754858,2026-04-12 14:11:53.635315,2026-04-12 16:29:42.707965,utf-8-sig
141,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,90,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=200000，G/T未显式记录,,200000,7369601.0325479405,35671.316213,594.5219368833333,32432.335016,540.5389169333333,True,238,2026-04-12 10:44:18.251362,2026-04-12 19:44:50.586378,2026-04-12 20:38:49.567575,utf-8-sig
109,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,91,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7325044.912104949,18424.118578,307.0686429666667,18378.412918,306.3068819666667,True,262,2026-04-12 22:47:45.677078,2026-04-13 03:54:04.089996,2026-04-13 03:54:49.795656,utf-8-sig
178,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,92,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7395074.716313148,18339.68864,305.6614773333333,18336.019814,305.6003302333333,True,258,2026-04-13 03:54:49.990657,2026-04-13 09:00:26.010471,2026-04-13 09:00:29.679297,utf-8-sig
228,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,93,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7420533.1604966605,21265.620824,354.42701373333335,16356.518049,272.60863415,True,223,2026-04-13 14:16:11.721678,2026-04-13 18:48:48.239727,2026-04-13 20:10:37.342502,utf-8-sig
110,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,94,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7325044.912104949,20380.155285,339.66925475,20333.277651,338.88796085,True,262,2026-04-13 22:57:57.722415,2026-04-14 04:36:51.000066,2026-04-14 04:37:37.877700,utf-8-sig
179,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,95,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7395074.716313148,18590.605343,309.84342238333335,18586.835002,309.7805833666667,True,258,2026-04-14 04:37:38.089926,2026-04-14 09:47:24.924928,2026-04-14 09:47:28.695269,utf-8-sig
181,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,96,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7396493.989636621,23486.804566,391.44674276666666,22933.528936,382.22548226666663,True,243,2026-04-14 09:47:28.969272,2026-04-14 16:09:42.498208,2026-04-14 16:18:55.773838,utf-8-sig
157,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,97,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7380252.011686122,18278.400547,304.6400091166667,17159.656425,285.99427375,True,306,2026-04-14 16:18:56.043828,2026-04-14 21:04:55.700253,2026-04-14 21:23:34.444375,utf-8-sig
137,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,98,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7368485.390176893,23474.896931,391.24828218333334,21156.908044,352.61513406666666,True,327,2026-04-14 21:23:34.715333,2026-04-15 03:16:11.623377,2026-04-15 03:54:49.612264,utf-8-sig
281,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,99,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7460738.125610048,18838.446599,313.97410998333334,16829.825844,280.4970974,True,247,2026-04-15 03:54:49.892265,2026-04-15 08:35:19.718109,2026-04-15 09:08:48.338864,utf-8-sig
132,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,100,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7365932.56580813,21369.231914,356.1538652333333,20832.631735,347.21052891666665,True,281,2026-04-15 09:08:48.594835,2026-04-15 14:56:01.226570,2026-04-15 15:04:57.826749,utf-8-sig
153,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,101,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,"WarmStart(GA)+ELP+full-Q-learning,移除了 facility_insert (5) 和 facility_shuffle (7)",,,总迭代=100000，G/T未显式记录,,100000,7378466.76375927,263518.27592,4391.971265333333,34068.282682,567.8047113666667,True,127,2026-04-12 16:29:42.855967,2026-04-13 01:57:31.138649,2026-04-15 17:41:41.131887,utf-8-sig
167,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,102,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7387373.177888447,21157.489495,352.6248249166667,18766.772184,312.77953640000004,True,306,2026-04-15 15:04:58.155426,2026-04-15 20:17:44.927610,2026-04-15 20:57:35.644921,utf-8-sig
119,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,103,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7346027.826944609,21610.079971,360.16799951666667,20979.994964,349.66658273333337,True,274,2026-04-15 20:57:36.086974,2026-04-16 02:47:16.081938,2026-04-16 02:57:46.166945,utf-8-sig
182,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,104,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7396524.93131708,24737.208051,412.28680085,22164.831378,369.41385629999996,True,242,2026-04-16 02:57:46.703948,2026-04-16 09:07:11.535326,2026-04-16 09:50:03.911999,utf-8-sig
191,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,105,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7400195.408605982,19236.946601,320.6157766833333,16168.039557,269.46732595,True,233,2026-04-16 09:50:05.562463,2026-04-16 14:19:33.602020,2026-04-16 15:10:42.509064,utf-8-sig
226,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,106,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7419543.713108277,21356.667607,355.9444601166667,20527.201782,342.1200297,True,255,2026-04-16 15:10:43.457275,2026-04-16 20:52:50.659057,2026-04-16 21:06:40.124882,utf-8-sig
104,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,107,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0),,,总迭代=200000，G/T未显式记录,,200000,7274718.923683873,1248912.119365,20815.201989416666,317183.989429,5286.399823816667,True,196,2026-04-02 14:11:45.392831,2026-04-06 06:18:09.382260,2026-04-17 01:06:57.512196,utf-8-sig
238,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,108,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,"WarmStart(GA)+ELP+full-Q-learning,移除了 facility_insert (5) 和 facility_shuffle (7)",,,总迭代=100000，G/T未显式记录,,100000,7426004.3887954075,119986.723237,1999.7787206166665,108591.836292,1809.8639382000001,True,113,2026-04-15 17:41:41.312237,2026-04-16 23:51:33.148529,2026-04-17 03:01:28.035474,utf-8-sig
207,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,109,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7408006.44733545,25050.45934,417.50765566666666,23906.328513,398.43880855000003,True,275,2026-04-16 21:06:40.591158,2026-04-17 03:45:06.919671,2026-04-17 04:04:11.050498,utf-8-sig
233,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,110,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7422505.118680945,22743.796798,379.06327996666664,18445.60464,307.42674400000004,True,275,2026-04-17 04:04:11.624298,2026-04-17 09:11:37.228938,2026-04-17 10:23:15.421096,utf-8-sig
147,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,111,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7374523.442513721,18638.715704,310.6452617333333,18338.551993,305.64253321666666,True,309,2026-04-17 10:23:15.780096,2026-04-17 15:28:54.332089,2026-04-17 15:33:54.495800,utf-8-sig
204,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,112,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7405375.65321511,20343.277387,339.0546231166666,20291.653791,338.19422985,True,230,2026-04-17 15:33:54.791801,2026-04-17 21:12:06.445592,2026-04-17 21:12:58.069188,utf-8-sig
253,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,113,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7435036.970817396,16639.204715,277.3200785833333,16443.009967,274.0501661166667,True,249,2026-04-17 21:12:58.383051,2026-04-18 01:47:01.393018,2026-04-18 01:50:17.587766,utf-8-sig
117,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,114,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,"WarmStart(GA)+ELP+full-Q-learning,移除了 facility_insert (5) 和 facility_shuffle (7)",,,总迭代=100000，G/T未显式记录,,100000,7344666.706271747,85215.047956,1420.2507992666665,78370.153562,1306.1692260333334,True,178,2026-04-17 03:01:28.152939,2026-04-18 00:47:38.306501,2026-04-18 02:41:43.200895,utf-8-sig
203,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,115,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7405337.387765834,18015.925488,300.2654248,17434.562205,290.57603674999996,True,265,2026-04-18 01:50:18.054767,2026-04-18 06:40:52.616972,2026-04-18 06:50:33.980255,utf-8-sig
234,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,116,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7422649.021487301,19411.890804,323.5315134,17942.197985,299.0366330833333,True,287,2026-04-18 06:50:34.318498,2026-04-18 11:49:36.516483,2026-04-18 12:14:06.209302,utf-8-sig
273,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,117,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15),,,总迭代=100000，G/T未显式记录,,100000,7454539.78338238,13667.975612,227.79959353333334,9272.151518,154.53585863333333,True,216,2026-04-18 12:14:06.465307,2026-04-18 14:48:38.616825,2026-04-18 16:01:54.440919,utf-8-sig
133,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,118,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15)，状态空间change,,,总迭代=100000，G/T未显式记录,,100000,7366405.6298534665,26086.12892,434.7688153333333,25853.132823,430.88554705,True,247,2026-04-18 23:26:52.849765,2026-04-19 06:37:45.982588,2026-04-19 06:41:38.978685,utf-8-sig
184,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,119,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15)，状态空间change,,,总迭代=100000，G/T未显式记录,,100000,7397053.728059939,21832.698286,363.87830476666664,20469.243292,341.1540548666666,True,247,2026-04-19 06:41:39.902155,2026-04-19 12:22:49.145447,2026-04-19 12:45:32.600441,utf-8-sig
120,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,120,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,"WarmStart(GA)+ELP+full-Q-learning,移除了 facility_insert (5) 和 facility_shuffle (7)",,,总迭代=100000，G/T未显式记录,,100000,7346767.641449299,122796.483318,2046.6080553,117915.196651,1965.2532775166667,True,122,2026-04-18 02:41:43.350895,2026-04-19 11:26:58.547546,2026-04-19 12:48:19.834213,utf-8-sig
298,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,121,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:immediate+final_tracked),,,总迭代=10000，G/T未显式记录,,10000,7485919.9288105685,2035.349599,33.92249331666667,309.77721,5.1629535,True,182,2026-04-19 16:08:28.831236,2026-04-19 16:13:38.608446,2026-04-19 16:42:24.180835,utf-8-sig
307,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,122,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:immediate+final_tracked),,,总迭代=10000，G/T未显式记录,,10000,7498675.394800798,4087.064921,68.11774868333333,1484.2504,24.737506666666665,True,201,2026-04-19 16:42:24.468949,2026-04-19 17:07:08.719349,2026-04-19 17:50:31.533870,utf-8-sig
195,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,123,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:immediate+final_tracked),,,总迭代=10000，G/T未显式记录,,10000,7400946.316515418,3487.891128,58.1315188,2109.548388,35.159139800000005,True,280,2026-04-19 17:50:31.709872,2026-04-19 18:25:41.258260,2026-04-19 18:48:39.601,utf-8-sig
187,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,124,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,"WarmStart(GA)+ELP+full-Q-learning,移除了 facility_insert (5) 和 facility_shuffle (7)",,,总迭代=100000，G/T未显式记录,,100000,7397578.452294989,75258.637595,1254.3106265833333,57972.072656,966.2012109333333,True,105,2026-04-19 12:48:19.982214,2026-04-20 04:54:32.054870,2026-04-20 09:42:38.619809,utf-8-sig
2,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,125,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0，全程局部搜索),,,总迭代=50000，G/T未显式记录,,50000,3652341.6361711333,358755.686369,5979.261439483334,242642.492167,4044.0415361166665,True,186,2026-04-28 16:57:02.909053,2026-05-01 12:21:05.401220,2026-05-02 20:36:18.595422,utf-8-sig
1,Du62-ELP_RL_Standard_ED1.csv,2026-05-10 22:07:28,126,Du62,ELP_RL_Standard_ED1,历史变体,ELP_RL_Standard_ED1历史记录；ED1配置/版本记录。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0，全程局部搜索),,,总迭代=50000，G/T未显式记录,,50000,3651936.2578677833,289754.435402,4829.240590033333,4982.52941,83.04215683333334,True,151,2026-05-02 20:36:20.548511,2026-05-02 21:59:23.077921,2026-05-06 05:05:34.983913,utf-8-sig
299,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,1,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,7485919.9288105685,1568.223128,26.137052133333334,299.266589,4.987776483333334,True,182,2026-04-19 19:02:28.662716,2026-04-19 19:07:27.929305,2026-04-19 19:28:36.885844,utf-8-sig
317,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,2,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,7547151.251884396,1649.887561,27.498126016666667,424.439825,7.073997083333333,True,191,2026-04-19 19:28:37.127997,2026-04-19 19:35:41.567822,2026-04-19 19:56:07.015558,utf-8-sig
92,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,3,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3768257.709156341,2718.772689,45.312878149999996,860.928277,14.348804616666666,True,186,2026-04-19 20:31:26.409691,2026-04-19 20:45:47.337968,2026-04-19 21:16:45.182380,utf-8-sig
88,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,4,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3764609.764992928,1755.306333,29.25510555,279.169082,4.652818033333333,True,178,2026-04-19 21:16:45.321380,2026-04-19 21:21:24.490462,2026-04-19 21:46:00.627713,utf-8-sig
77,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,5,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3750816.3049891805,4101.674641,68.36124401666666,2265.069625,37.75116041666667,True,204,2026-04-19 21:46:00.714966,2026-04-19 22:23:45.784591,2026-04-19 22:54:22.389607,utf-8-sig
90,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,6,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3765813.86801484,1879.722968,31.328716133333334,1505.98282,25.099713666666666,True,207,2026-04-19 22:54:22.535612,2026-04-19 23:19:28.518432,2026-04-19 23:25:42.258580,utf-8-sig
24,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,7,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3715901.7125839293,2192.810582,36.54684303333333,708.570713,11.809511883333332,True,290,2026-04-19 23:25:42.327585,2026-04-19 23:37:30.898298,2026-04-20 00:02:15.138167,utf-8-sig
78,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,8,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3750969.1063951757,3505.765293,58.42942155,2053.27479,34.2212465,True,189,2026-04-20 00:02:15.201169,2026-04-20 00:36:28.475959,2026-04-20 01:00:40.966462,utf-8-sig
55,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,9,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3739471.3800549535,1513.556709,25.225945149999998,1512.218082,25.203634700000002,True,261,2026-04-20 01:00:41.228910,2026-04-20 01:25:53.446992,2026-04-20 01:25:54.785619,utf-8-sig
83,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,10,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3760481.7533085244,3587.649509,59.794158483333334,3384.037824,56.4006304,True,248,2026-04-20 01:25:54.930846,2026-04-20 02:22:18.968670,2026-04-20 02:25:42.580355,utf-8-sig
