全表适应度排名,来源文件,文件修改时间,文件内序号,实例,算法,运行类别,运行条件备注,原始备注,预算G,预算T_MAX,预算说明,run_seed,迭代次数,适应度值,运行时间_秒,运行时间_分钟,最快最佳结果时间_秒,最快最佳结果时间_分钟,宽高比是否满足,gbest更新次数,开始时间,最快时间,结束时间,读取编码
91,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,11,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3767331.438298216,1460.7783,24.346304999999997,186.536509,3.1089418166666665,True,230,2026-04-20 02:25:42.729358,2026-04-20 02:28:49.265867,2026-04-20 02:50:03.507658,utf-8-sig
80,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,12,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3752772.7809295626,1674.289197,27.90481995,1580.01961,26.333660166666668,True,316,2026-04-20 02:50:03.576658,2026-04-20 03:16:23.596268,2026-04-20 03:17:57.865855,utf-8-sig
82,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,13,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3760087.8564152895,2012.913543,33.54855905,269.173704,4.4862284,True,182,2026-04-20 03:17:57.948854,2026-04-20 03:22:27.122558,2026-04-20 03:51:30.862397,utf-8-sig
42,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,14,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3728433.6729207453,1881.598995,31.359983250000003,1559.102806,25.985046766666667,True,235,2026-04-20 03:51:30.984134,2026-04-20 04:17:30.086940,2026-04-20 04:22:52.583129,utf-8-sig
12,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,15,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3686984.4067360964,2167.574727,36.126245450000006,1975.020841,32.91701401666667,True,229,2026-04-20 04:22:52.654130,2026-04-20 04:55:47.674971,2026-04-20 04:59:00.228857,utf-8-sig
61,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,16,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3742600.9827852347,2109.674572,35.16124286666666,2103.891106,35.06485176666667,True,186,2026-04-20 04:59:00.346857,2026-04-20 05:34:04.237963,2026-04-20 05:34:10.021429,utf-8-sig
58,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,17,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3741415.7875669003,1418.575489,23.642924816666667,291.994707,4.8665784500000004,True,294,2026-04-20 05:34:10.088791,2026-04-20 05:39:02.083498,2026-04-20 05:57:48.664280,utf-8-sig
97,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,18,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3786165.820702644,2065.709914,34.42849856666667,124.491964,2.0748660666666665,True,197,2026-04-20 05:57:48.814278,2026-04-20 05:59:53.306242,2026-04-20 06:32:14.524192,utf-8-sig
22,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,19,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3712071.89180172,2150.441766,35.840696099999995,1794.139372,29.90232286666667,True,239,2026-04-20 06:32:14.582949,2026-04-20 07:02:08.722321,2026-04-20 07:08:05.024715,utf-8-sig
60,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,20,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3742381.525462904,2030.771217,33.846186949999996,1633.514347,27.225239116666668,True,271,2026-04-20 07:08:05.096477,2026-04-20 07:35:18.610824,2026-04-20 07:41:55.867694,utf-8-sig
40,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,21,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3727657.2988183713,1758.31091,29.305181833333332,341.068614,5.684476900000001,True,154,2026-04-20 07:41:56.006689,2026-04-20 07:47:37.075303,2026-04-20 08:11:14.317599,utf-8-sig
86,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,22,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3762284.315196398,1873.774056,31.2295676,1066.136296,17.768938266666666,True,194,2026-04-20 08:11:14.372600,2026-04-20 08:29:00.508896,2026-04-20 08:42:28.146656,utf-8-sig
27,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,23,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3721158.337880807,2322.837487,38.71395811666666,2100.345471,35.00575785,True,275,2026-04-20 08:42:28.200471,2026-04-20 09:17:28.545942,2026-04-20 09:21:11.037958,utf-8-sig
75,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,24,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3749305.610241497,1306.379199,21.77298665,235.515697,3.9252616166666665,True,178,2026-04-20 09:21:11.183744,2026-04-20 09:25:06.699441,2026-04-20 09:42:57.562943,utf-8-sig
48,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,25,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3735906.690202777,1989.85677,33.1642795,477.128222,7.952137033333333,True,208,2026-04-20 09:42:57.662944,2026-04-20 09:50:54.791166,2026-04-20 10:16:07.519714,utf-8-sig
31,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,26,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3724134.414466413,2798.496725,46.641612083333335,2725.265797,45.42109661666667,True,253,2026-04-20 10:16:07.648714,2026-04-20 11:01:32.914511,2026-04-20 11:02:46.145439,utf-8-sig
79,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,27,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3752129.662200847,5503.193188,91.71988646666667,3221.980525,53.699675416666665,True,268,2026-04-20 11:02:46.296655,2026-04-20 11:56:28.277180,2026-04-20 12:34:29.489843,utf-8-sig
32,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,28,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3724360.3250779705,3946.763147,65.77938578333334,3473.186521,57.88644201666667,True,329,2026-04-20 12:34:29.682815,2026-04-20 13:32:22.869336,2026-04-20 13:40:16.445962,utf-8-sig
70,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,29,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3747570.897175387,1788.769281,29.81282135,611.819212,10.196986866666666,True,256,2026-04-20 13:40:16.896227,2026-04-20 13:50:28.715439,2026-04-20 14:10:05.665508,utf-8-sig
67,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,30,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3745395.200601707,2859.590346,47.6598391,1949.345751,32.48909585,True,292,2026-04-20 14:10:05.755821,2026-04-20 14:42:35.101572,2026-04-20 14:57:45.346167,utf-8-sig
96,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,31,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=10000，G/T未显式记录,,10000,3779432.048614928,2546.045314,42.43408856666667,1863.451588,31.057526466666665,True,204,2026-04-20 14:57:46.475415,2026-04-20 15:28:49.927003,2026-04-20 15:40:12.520729,utf-8-sig
8,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,32,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=144000，G/T未显式记录,,144000,3673890.9013018915,25767.924835,429.4654139166667,22131.290922,368.8548487,True,284,2026-04-20 19:24:35.755880,2026-04-21 01:33:27.046802,2026-04-21 02:34:03.680715,utf-8-sig
15,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,33,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=144000，G/T未显式记录,,144000,3690976.139874691,27942.351507,465.70585845,25273.07101,421.21785016666666,True,265,2026-04-21 02:34:04.594682,2026-04-21 09:35:17.665692,2026-04-21 10:19:46.946189,utf-8-sig
3,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,34,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=144000，G/T未显式记录,,144000,3662016.6310796044,27570.985243,459.51642071666663,1269.389788,21.156496466666667,True,284,2026-04-21 10:19:47.949468,2026-04-21 10:40:57.339256,2026-04-21 17:59:18.934711,utf-8-sig
23,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,35,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=144000，G/T未显式记录,,144000,3712571.210881382,30774.273364,512.9045560666667,27548.746881,459.14578135,True,247,2026-04-21 17:59:20.800144,2026-04-22 01:38:29.547025,2026-04-22 02:32:15.073508,utf-8-sig
14,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,36,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=144000，G/T未显式记录,,144000,3690522.676991763,29841.45572,497.35759533333334,26048.18144,434.13635733333336,True,314,2026-04-22 02:32:15.751077,2026-04-22 09:46:23.932517,2026-04-22 10:49:37.206797,utf-8-sig
4,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,37,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=144000，G/T未显式记录,,144000,3662016.6310796044,32914.606815,548.57678025,1082.25781,18.037630166666666,True,284,2026-04-23 09:56:14.507863,2026-04-23 10:14:16.765673,2026-04-23 19:04:49.114678,utf-8-sig
25,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,38,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_proxy_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3718227.5750143523,2342.752217,39.045870283333336,949.537866,15.8256311,True,208,2026-04-24 23:48:25.595122,2026-04-25 00:04:15.132988,2026-04-25 00:27:28.347339,utf-8-sig
89,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,39,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_proxy_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3764609.764992928,1497.328116,24.9554686,194.301974,3.238366233333333,True,178,2026-04-25 00:27:28.428341,2026-04-25 00:30:42.730315,2026-04-25 00:52:25.756457,utf-8-sig
20,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,40,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_proxy_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3706964.3446049355,1915.098483,31.91830805,873.896925,14.564948750000001,True,220,2026-04-25 00:52:25.815456,2026-04-25 01:06:59.712381,2026-04-25 01:24:20.913939,utf-8-sig
33,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,41,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3724625.1929449495,3605.127119,60.085451983333336,1081.771948,18.02953246666667,True,250,2026-04-25 13:53:40.122568,2026-04-25 14:11:41.894516,2026-04-25 14:53:45.249687,utf-8-sig
71,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,42,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3748252.572056807,2098.00622,34.966770333333336,353.234459,5.887240983333333,True,218,2026-04-25 14:53:45.332302,2026-04-25 14:59:38.566761,2026-04-25 15:28:43.338522,utf-8-sig
65,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,43,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3745300.03354014,2130.948898,35.51581496666667,1903.969168,31.73281946666667,True,238,2026-04-25 15:28:43.417522,2026-04-25 16:00:27.386690,2026-04-25 16:04:14.366420,utf-8-sig
34,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,44,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_pure_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3724625.1929449495,2861.267292,47.6877882,817.072296,13.6178716,True,250,2026-04-26 01:39:29.930188,2026-04-26 01:53:07.002484,2026-04-26 02:27:11.197480,utf-8-sig
72,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,45,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_pure_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3748252.572056807,1382.894994,23.0482499,298.043027,4.967383783333333,True,218,2026-04-26 02:27:11.422485,2026-04-26 02:32:09.465512,2026-04-26 02:50:14.317479,utf-8-sig
21,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,46,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_pure_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3706964.3446049355,1872.913001,31.21521668333333,869.891029,14.498183816666666,True,220,2026-04-26 02:50:14.383481,2026-04-26 03:04:44.274510,2026-04-26 03:21:27.296482,utf-8-sig
35,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,47,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_pure_g100_t100_s3_diag,100,100,"G=100, T_MAX=100",,10000,3724625.1929449495,3100.187698,51.66979496666667,803.560334,13.392672233333334,True,250,2026-04-26 19:53:17.909456,2026-04-26 20:06:41.469790,2026-04-26 20:44:58.097154,utf-8-sig
73,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,48,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_pure_g100_t100_s3_diag,100,100,"G=100, T_MAX=100",,10000,3748252.572056807,1481.402336,24.690038933333334,309.472783,5.157879716666667,True,218,2026-04-26 20:44:58.327738,2026-04-26 20:50:07.800521,2026-04-26 21:09:39.730074,utf-8-sig
66,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,49,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_pure_g100_t100_s3_diag,100,100,"G=100, T_MAX=100",,10000,3745300.03354014,1606.858706,26.780978433333335,1379.950964,22.999182733333335,True,238,2026-04-26 21:09:39.812070,2026-04-26 21:32:39.763034,2026-04-26 21:36:26.670776,utf-8-sig
54,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,50,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3739134.125466021,1333.801165,22.230019416666668,956.755874,15.945931233333333,True,261,2026-04-27 18:20:26.031865,2026-04-27 18:36:22.787739,2026-04-27 18:42:39.833030,utf-8-sig
52,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,51,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3738697.773048849,1016.679382,16.944656366666667,146.304455,2.438407583333333,True,206,2026-04-27 18:42:40.034954,2026-04-27 18:45:06.339409,2026-04-27 18:59:36.714336,utf-8-sig
76,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,52,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3750415.76311112,2037.367262,33.95612103333333,1470.24381,24.504063499999997,True,226,2026-04-27 18:59:36.896334,2026-04-27 19:24:07.140144,2026-04-27 19:33:34.263596,utf-8-sig
44,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,53,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_diversity_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3729986.0656094085,2007.813336,33.4635556,1766.240863,29.437347716666668,True,271,2026-04-28 23:15:16.216957,2026-04-28 23:44:42.457820,2026-04-28 23:48:44.030293,utf-8-sig
53,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,54,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_diversity_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3738697.773048849,1634.624155,27.243735916666665,226.123234,3.7687205666666665,True,206,2026-04-28 23:48:44.127294,2026-04-28 23:52:30.250528,2026-04-29 00:15:58.751449,utf-8-sig
68,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,55,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_diversity_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3747254.1708761575,2365.299157,39.42165261666666,1934.17697,32.236282833333334,True,219,2026-04-29 00:15:58.834448,2026-04-29 00:48:13.011418,2026-04-29 00:55:24.133605,utf-8-sig
51,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,56,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_unified_diversity_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3738540.143000188,1642.944742,27.382412366666664,1245.523981,20.758733016666667,True,249,2026-04-29 13:06:46.783694,2026-04-29 13:27:32.307675,2026-04-29 13:34:09.728436,utf-8-sig
39,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,57,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_unified_diversity_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3727277.762790448,1216.274716,20.271245266666664,266.570961,4.44284935,True,198,2026-04-29 13:34:09.832954,2026-04-29 13:38:36.403915,2026-04-29 13:54:26.107670,utf-8-sig
